maximum_temperature,seasonal_normal_temperature,temp_deviation,relative_humidity,wind_speed,forecast_weather_data,heatwave_label
39.0,36.1,2.9,57.1,16.7,38.2,Normal
38.5,38.3,0.2,28.4,11.6,38.3,Normal
37.4,37.1,0.3,76.7,15.7,36.8,Normal
39.4,37.0,2.4,76.0,11.7,41.5,Normal
38.3,39.4,-1.1,33.5,5.5,37.8,Normal
45.7,39.5,6.2,56.9,12.8,46.1,Heatwave
40.0,39.5,0.4,21.7,17.9,40.1,Normal
39.7,36.6,3.2,75.9,20.4,40.1,Normal
44.5,38.5,6.1,51.4,13.3,45.0,Heatwave
41.0,36.4,4.6,22.6,5.8,41.9,Heatwave
32.0,36.0,-3.9,40.5,11.5,32.3,Normal
38.5,35.9,2.6,24.6,20.1,38.7,Normal
40.7,36.7,4.0,43.6,11.5,40.7,Normal
41.3,37.1,4.1,60.2,18.0,41.1,Normal
36.3,39.2,-2.9,48.2,13.7,35.3,Normal
34.3,35.6,-1.3,43.0,7.5,34.2,Normal
43.2,38.7,4.5,27.1,20.3,43.4,Normal
36.0,37.7,-1.7,34.7,3.9,36.4,Normal
36.4,36.4,-0.0,26.0,14.1,36.6,Normal
44.0,37.5,6.5,68.4,6.8,43.7,Severe Heatwave
37.3,36.5,0.8,28.1,3.5,37.3,Normal
36.4,38.0,-1.5,55.7,13.6,35.9,Normal
35.1,37.2,-2.1,40.6,13.5,35.4,Normal
38.0,35.8,2.2,33.6,18.3,37.8,Normal
31.9,35.6,-3.7,58.4,19.1,32.1,Normal
37.9,37.7,0.1,47.4,18.7,38.9,Normal
41.7,39.5,2.2,44.0,11.4,41.0,Normal
42.3,36.7,5.5,55.6,16.5,42.9,Heatwave
42.0,38.7,3.3,49.5,15.3,42.0,Normal
36.8,38.3,-1.5,38.2,11.7,38.8,Normal
44.8,39.7,5.1,53.5,15.7,44.6,Heatwave
39.1,39.1,-0.0,60.2,23.8,39.8,Normal
34.5,37.8,-3.3,21.6,6.4,34.5,Normal
38.7,38.3,0.4,48.0,22.8,37.3,Normal
45.5,39.5,6.0,23.5,3.2,45.0,Heatwave
38.6,37.0,1.6,31.2,9.1,39.5,Normal
37.7,36.6,1.0,53.6,8.6,37.2,Normal
41.8,35.1,6.7,72.0,16.4,39.6,Severe Heatwave
35.1,39.1,-4.0,73.0,5.0,35.1,Normal
35.5,39.0,-3.5,24.2,22.3,34.4,Normal
30.9,35.5,-4.7,45.1,21.1,31.0,Normal
40.2,37.9,2.3,55.0,17.0,41.7,Normal
38.9,37.3,1.6,28.8,12.5,39.7,Normal
42.0,35.6,6.4,65.9,23.5,43.5,Heatwave
41.8,39.9,1.9,64.7,21.1,41.2,Normal
35.7,36.1,-0.4,74.2,13.5,35.5,Normal
36.3,35.3,1.0,20.5,18.1,35.3,Normal
39.4,38.0,1.4,33.0,15.0,38.7,Normal
33.8,38.7,-4.9,69.6,15.5,32.9,Normal
45.6,35.2,10.5,60.2,9.6,44.3,Severe Heatwave
41.1,38.3,2.8,73.7,12.6,42.5,Normal
39.4,37.7,1.7,23.4,3.8,37.3,Normal
38.7,35.5,3.2,55.8,10.2,40.0,Normal
39.3,35.9,3.5,54.1,18.0,40.6,Normal
38.3,37.8,0.5,22.1,23.9,38.8,Normal
35.3,36.5,-1.2,50.8,24.2,34.2,Normal
42.8,39.7,3.1,56.6,14.8,41.2,Normal
41.4,39.1,2.3,31.5,16.0,40.9,Normal
38.1,39.9,-1.8,36.4,6.3,38.7,Normal
42.3,36.3,6.0,58.4,18.0,42.3,Heatwave
41.9,39.8,2.0,48.1,3.6,40.8,Normal
40.7,37.2,3.6,71.5,8.5,41.9,Normal
42.6,36.7,5.9,40.5,17.4,44.3,Heatwave
36.3,35.3,1.1,36.0,9.1,36.1,Normal
37.4,35.3,2.1,79.1,3.1,37.5,Normal
42.3,38.5,3.8,74.7,21.1,40.8,Normal
35.8,37.3,-1.5,21.7,9.1,35.3,Normal
37.3,36.1,1.2,66.2,3.5,37.8,Normal
39.5,38.1,1.4,26.6,3.7,39.9,Normal
33.9,36.3,-2.3,21.6,7.8,33.4,Normal
47.0,37.9,9.1,36.4,6.1,46.7,Severe Heatwave
32.9,36.8,-3.9,36.2,19.8,32.4,Normal
35.6,39.1,-3.5,69.2,9.4,35.3,Normal
44.7,39.1,5.6,62.6,20.5,45.1,Heatwave
40.9,37.4,3.5,78.9,6.0,38.9,Normal
34.2,36.8,-2.6,62.7,13.3,34.1,Normal
39.9,36.8,3.1,45.1,17.8,40.3,Normal
45.2,39.0,6.1,61.9,17.0,44.6,Heatwave
37.5,36.6,0.9,80.0,15.8,37.1,Normal
46.1,36.0,10.1,62.6,23.3,45.7,Severe Heatwave
30.4,35.4,-5.0,65.7,7.3,29.9,Normal
40.8,37.3,3.4,76.3,13.4,40.8,Normal
42.5,37.4,5.1,26.8,22.3,42.6,Heatwave
43.3,39.2,4.1,62.3,3.8,41.2,Normal
36.4,36.1,0.3,71.0,3.3,37.0,Normal
36.9,36.9,-0.0,77.3,7.4,36.6,Normal
41.6,39.0,2.6,32.7,16.6,43.5,Normal
43.0,39.1,3.9,50.2,8.0,41.8,Normal
40.0,36.9,3.1,60.8,6.4,39.2,Normal
41.9,37.3,4.6,34.8,12.6,41.7,Heatwave
34.0,36.5,-2.6,56.0,16.1,34.4,Normal
39.9,39.7,0.2,35.5,7.7,37.9,Normal
33.3,35.6,-2.3,40.0,8.9,32.5,Normal
39.3,39.7,-0.4,46.5,16.1,39.9,Normal
43.0,38.4,4.6,51.8,23.8,42.0,Heatwave
39.0,37.7,1.4,47.0,17.5,40.4,Normal
45.3,35.2,10.1,49.6,20.0,44.8,Severe Heatwave
39.1,37.4,1.7,37.9,10.4,38.2,Normal
38.2,37.0,1.2,29.5,8.3,38.9,Normal
37.2,35.8,1.4,22.8,12.4,38.8,Normal
37.0,38.3,-1.2,31.8,20.6,37.5,Normal
40.7,39.9,0.8,54.9,12.5,41.9,Normal
42.8,37.8,4.9,67.2,21.5,44.4,Heatwave
40.0,38.6,1.4,30.2,24.7,39.1,Normal
33.6,35.3,-1.8,26.5,3.7,34.5,Normal
34.9,37.1,-2.2,65.0,3.0,33.3,Normal
35.0,35.6,-0.6,38.3,5.4,35.4,Normal
39.3,38.1,1.3,77.1,10.8,39.3,Normal
44.9,39.7,5.2,62.9,5.0,46.1,Heatwave
34.6,38.3,-3.7,39.6,22.0,35.8,Normal
35.3,35.4,-0.1,37.4,2.5,35.8,Normal
38.3,36.8,1.5,51.4,9.3,38.6,Normal
32.3,37.8,-5.4,24.7,6.2,32.8,Normal
35.1,37.0,-1.9,27.1,23.4,35.2,Normal
37.8,39.2,-1.4,30.6,17.4,37.7,Normal
37.3,39.1,-1.8,66.5,23.0,38.7,Normal
39.7,38.1,1.7,50.8,24.4,41.3,Normal
37.3,36.9,0.4,20.6,13.4,37.2,Normal
35.3,36.3,-0.9,60.4,7.4,35.6,Normal
38.0,35.5,2.5,45.4,6.5,38.1,Normal
43.8,36.8,7.0,50.7,7.1,42.2,Severe Heatwave
43.8,37.1,6.7,32.8,18.3,43.5,Severe Heatwave
32.6,38.4,-5.7,53.1,2.9,34.2,Normal
41.3,38.3,3.0,78.7,3.2,40.6,Normal
35.7,35.4,0.4,24.4,16.0,37.8,Normal
38.5,37.0,1.5,37.0,16.8,39.7,Normal
35.5,35.9,-0.4,34.6,17.3,35.9,Normal
37.2,35.8,1.4,34.9,10.6,37.8,Normal
40.7,39.1,1.5,42.7,20.5,39.7,Normal
34.2,35.2,-1.0,69.1,14.3,33.9,Normal
35.0,37.1,-2.1,74.8,4.4,36.4,Normal
35.3,35.8,-0.6,32.1,20.3,34.7,Normal
41.2,39.4,1.8,52.6,23.9,42.3,Normal
40.9,37.8,3.1,58.2,3.4,39.5,Normal
40.1,36.2,4.0,51.3,11.0,38.9,Normal
36.8,37.5,-0.7,46.0,13.2,38.7,Normal
40.7,38.7,2.0,31.5,5.4,40.6,Normal
44.2,39.8,4.4,49.3,22.0,43.6,Normal
41.2,36.1,5.1,44.1,8.5,42.5,Heatwave
40.2,39.4,0.8,67.7,20.0,41.5,Normal
39.9,39.7,0.2,65.8,17.4,40.8,Normal
41.3,39.6,1.7,28.0,15.8,40.7,Normal
35.2,38.2,-3.0,25.3,6.4,34.9,Normal
38.5,38.1,0.3,74.5,7.1,38.8,Normal
40.6,37.0,3.6,52.1,3.1,41.3,Normal
42.0,38.8,3.2,71.5,7.5,41.5,Normal
37.7,37.7,0.1,23.5,9.9,37.9,Normal
40.1,38.4,1.8,51.6,21.2,40.4,Normal
35.3,37.1,-1.9,52.4,10.4,36.5,Normal
42.1,38.7,3.5,71.6,19.4,42.9,Normal
39.8,39.1,0.7,25.9,12.1,38.3,Normal
35.8,35.7,0.0,34.4,20.1,35.6,Normal
38.9,39.2,-0.3,44.4,24.5,38.0,Normal
38.5,37.7,0.8,72.0,7.5,39.0,Normal
38.7,39.2,-0.6,76.3,21.8,39.6,Normal
40.5,37.2,3.3,79.6,16.3,40.6,Normal
36.5,36.9,-0.4,77.6,20.8,36.2,Normal
46.2,39.6,6.6,20.4,17.0,46.2,Severe Heatwave
42.4,36.3,6.1,22.9,11.8,42.6,Heatwave
37.1,39.2,-2.1,28.9,7.2,36.5,Normal
38.7,37.4,1.2,40.9,3.6,37.4,Normal
36.3,37.6,-1.3,69.8,14.3,34.2,Normal
36.4,36.5,-0.1,73.6,24.8,37.7,Normal
45.9,37.9,8.0,31.2,19.0,46.4,Severe Heatwave
36.5,36.6,-0.1,57.2,9.5,36.9,Normal
37.5,35.2,2.3,75.0,21.0,38.7,Normal
39.3,36.4,2.9,47.8,19.7,38.0,Normal
32.5,35.0,-2.5,26.2,8.5,30.8,Normal
37.9,39.9,-2.0,47.5,2.3,38.3,Normal
36.6,39.8,-3.2,42.5,4.7,36.9,Normal
34.9,37.0,-2.1,54.7,22.2,33.1,Normal
29.7,38.6,-9.0,46.3,21.2,30.0,Normal
39.6,36.7,2.9,21.0,8.8,39.2,Normal
46.5,38.4,8.2,79.6,8.6,45.7,Severe Heatwave
40.5,39.0,1.5,52.6,20.2,40.2,Normal
35.8,39.7,-4.0,48.4,23.6,33.3,Normal
35.8,37.0,-1.2,77.3,19.9,35.2,Normal
38.3,38.9,-0.6,29.4,15.9,37.6,Normal
33.8,36.3,-2.6,31.4,7.6,34.3,Normal
44.0,40.0,4.0,68.5,14.1,43.8,Normal
39.0,35.1,3.8,35.6,7.4,39.6,Normal
35.0,38.0,-3.0,68.0,20.6,32.4,Normal
41.8,38.3,3.5,36.3,10.9,41.0,Normal
44.8,38.4,6.3,22.0,21.2,45.3,Heatwave
43.3,35.6,7.7,51.0,10.8,43.0,Severe Heatwave
50.7,39.7,11.0,31.8,21.0,51.6,Severe Heatwave
33.7,35.9,-2.2,65.5,9.7,31.9,Normal
49.0,38.1,10.9,58.5,12.1,49.7,Severe Heatwave
35.9,36.1,-0.2,75.4,16.2,35.2,Normal
35.5,36.5,-1.1,67.0,3.6,34.7,Normal
39.9,37.7,2.1,30.8,23.8,40.9,Normal
36.0,37.1,-1.0,68.0,15.2,37.2,Normal
38.2,35.8,2.4,58.5,13.7,39.2,Normal
32.2,35.9,-3.6,60.1,21.3,34.3,Normal
37.3,37.1,0.2,69.9,21.9,38.5,Normal
44.3,38.8,5.5,54.4,14.0,43.5,Heatwave
40.3,39.5,0.8,48.0,23.3,40.4,Normal
36.9,35.4,1.5,58.2,3.5,36.6,Normal
39.6,37.0,2.7,37.9,4.6,41.7,Normal
40.6,35.5,5.1,31.0,15.7,41.7,Heatwave
30.3,35.1,-4.8,57.0,10.1,30.1,Normal
41.4,38.3,3.0,34.0,12.7,42.2,Normal
38.1,38.0,0.1,24.8,9.5,36.8,Normal
37.4,35.8,1.6,20.0,11.3,37.6,Normal
40.9,36.2,4.7,56.5,20.9,39.9,Heatwave
31.9,35.1,-3.2,41.7,15.6,30.3,Normal
36.6,39.2,-2.5,65.1,24.9,37.4,Normal
34.1,39.9,-5.8,42.5,20.1,35.0,Normal
34.8,35.7,-0.9,49.2,8.3,35.2,Normal
41.8,36.2,5.7,44.4,8.1,41.6,Heatwave
39.9,39.3,0.6,59.0,9.7,38.7,Normal
35.9,39.6,-3.7,41.4,21.4,34.8,Normal
36.4,37.1,-0.7,77.8,2.6,35.4,Normal
31.0,35.3,-4.2,76.2,7.3,30.8,Normal
32.3,35.2,-2.9,70.9,22.8,33.3,Normal
40.2,37.9,2.4,75.2,16.7,41.3,Normal
33.9,37.0,-3.1,46.9,7.2,32.2,Normal
40.0,35.1,4.9,52.2,7.0,39.3,Heatwave
38.7,37.9,0.8,64.5,21.8,37.9,Normal
36.4,35.1,1.3,61.8,22.6,33.8,Normal
39.0,38.9,0.0,73.4,7.9,39.5,Normal
40.2,36.5,3.7,63.0,11.7,40.0,Normal
38.9,35.2,3.7,79.9,21.2,38.8,Normal
40.1,37.9,2.2,40.9,19.7,41.5,Normal
40.0,37.0,3.0,70.0,20.7,40.1,Normal
40.1,39.9,0.3,61.9,13.9,39.7,Normal
40.6,37.7,2.9,61.5,23.0,41.2,Normal
36.2,36.4,-0.2,39.6,9.5,37.3,Normal
39.6,38.5,1.0,67.1,5.6,39.9,Normal
36.4,36.4,0.0,74.0,18.3,37.1,Normal
38.9,39.5,-0.6,33.1,14.4,38.8,Normal
35.5,36.9,-1.4,57.5,21.7,35.4,Normal
40.4,37.7,2.6,43.5,3.9,40.5,Normal
40.8,35.3,5.6,79.4,21.4,40.1,Heatwave
42.2,37.1,5.1,48.7,8.7,41.7,Heatwave
35.8,39.2,-3.4,33.7,17.1,37.1,Normal
44.5,39.0,5.5,42.9,2.9,46.5,Heatwave
36.0,36.1,-0.1,59.2,16.0,37.6,Normal
39.2,36.1,3.1,24.6,18.5,37.9,Normal
36.9,39.1,-2.2,56.2,10.5,35.5,Normal
41.1,39.7,1.5,75.9,7.0,40.0,Normal
37.6,35.5,2.1,71.0,14.4,37.7,Normal
33.1,37.3,-4.2,24.1,21.2,30.2,Normal
39.8,36.7,3.1,79.6,9.4,39.2,Normal
45.1,39.4,5.7,61.9,7.8,46.5,Heatwave
35.8,35.4,0.4,29.7,8.4,36.8,Normal
41.8,36.1,5.8,20.7,23.8,41.3,Heatwave
39.1,38.8,0.3,30.3,10.3,38.7,Normal
39.2,35.3,4.0,70.3,2.1,39.8,Normal
30.7,37.5,-6.8,21.3,20.0,31.6,Normal
46.7,37.2,9.5,34.0,18.1,46.1,Severe Heatwave
42.9,36.7,6.2,65.4,5.0,42.7,Heatwave
37.0,37.0,0.0,55.2,24.7,36.4,Normal
31.7,37.6,-5.9,67.0,16.0,30.4,Normal
37.8,35.8,2.0,64.8,13.5,37.6,Normal
33.8,37.9,-4.1,23.0,10.8,33.5,Normal
41.6,39.0,2.6,73.6,22.7,40.3,Normal
41.2,38.8,2.4,33.6,7.6,41.9,Normal
33.5,35.8,-2.3,53.2,8.6,34.0,Normal
40.7,35.7,4.9,58.7,4.8,41.4,Heatwave
40.2,36.3,3.8,30.1,19.5,39.4,Normal
41.2,36.8,4.4,78.6,15.7,39.2,Normal
38.1,37.0,1.0,49.3,16.0,38.5,Normal
34.4,38.4,-4.0,23.5,7.0,33.8,Normal
39.7,35.3,4.4,76.2,17.0,38.8,Normal
35.2,35.2,0.1,55.2,19.6,34.0,Normal
33.1,37.0,-3.9,62.0,10.2,32.8,Normal
44.2,38.5,5.7,51.5,20.4,45.8,Heatwave
44.3,36.0,8.3,70.1,10.0,43.8,Severe Heatwave
39.1,38.2,0.9,22.0,19.4,38.0,Normal
44.9,36.3,8.6,36.1,2.8,45.5,Severe Heatwave
40.8,39.4,1.3,48.2,14.7,40.9,Normal
39.1,39.5,-0.3,24.6,24.3,37.0,Normal
35.3,36.5,-1.2,62.4,24.6,35.9,Normal
42.9,36.1,6.7,43.6,8.5,45.0,Severe Heatwave
35.3,37.1,-1.7,36.4,12.2,32.7,Normal
39.8,36.2,3.6,20.2,3.4,38.5,Normal
37.4,38.4,-1.0,63.2,22.1,34.6,Normal
38.5,39.1,-0.6,70.0,15.1,38.4,Normal
43.0,38.4,4.6,43.7,10.9,44.0,Heatwave
38.8,39.1,-0.3,53.9,4.6,38.9,Normal
36.6,37.0,-0.4,33.7,23.8,38.0,Normal
40.7,35.8,5.0,57.3,14.2,41.6,Heatwave
45.3,38.7,6.6,20.7,8.5,47.0,Severe Heatwave
40.1,36.8,3.3,49.3,10.1,41.2,Normal
37.1,38.4,-1.3,58.7,8.2,36.7,Normal
35.6,36.4,-0.8,75.1,15.8,35.6,Normal
36.7,35.4,1.3,42.9,23.4,35.8,Normal
42.1,40.0,2.1,65.9,21.7,41.9,Normal
33.3,35.8,-2.5,55.9,12.6,33.4,Normal
43.5,39.9,3.5,75.6,21.0,43.4,Normal
41.2,39.9,1.3,43.9,11.7,42.5,Normal
34.0,39.0,-5.0,39.1,7.8,33.6,Normal
36.0,38.3,-2.3,73.2,24.6,35.1,Normal
37.1,37.9,-0.8,23.0,9.0,36.3,Normal
40.1,39.3,0.7,28.2,9.4,40.7,Normal
44.1,36.4,7.6,24.9,24.8,42.7,Severe Heatwave
39.2,37.3,1.8,70.6,5.1,39.0,Normal
36.2,38.1,-1.9,20.6,19.5,37.5,Normal
38.8,37.1,1.8,71.7,23.5,39.1,Normal
36.9,37.1,-0.2,47.1,13.8,36.8,Normal
38.8,36.7,2.1,20.2,2.1,38.8,Normal
40.9,37.8,3.0,44.1,10.6,39.8,Normal
44.5,39.3,5.2,31.2,4.6,43.6,Heatwave
36.9,36.0,0.9,57.5,11.6,36.7,Normal
46.4,39.7,6.7,60.8,20.2,46.7,Severe Heatwave
42.6,38.4,4.2,49.3,12.1,43.6,Normal
37.6,39.1,-1.5,22.4,11.9,37.7,Normal
46.5,37.8,8.7,59.4,14.8,47.9,Severe Heatwave
41.0,38.9,2.1,70.5,15.4,42.6,Normal
33.2,35.1,-1.9,63.2,21.7,34.0,Normal
45.9,39.1,6.8,69.8,9.1,47.1,Severe Heatwave
43.5,35.2,8.3,32.0,20.9,42.5,Severe Heatwave
40.3,39.4,0.9,73.3,15.0,39.2,Normal
39.2,40.0,-0.8,39.3,8.9,39.7,Normal
36.9,36.5,0.4,20.8,8.8,35.5,Normal
39.6,36.1,3.5,70.6,10.3,39.3,Normal
44.3,38.8,5.5,76.5,16.3,45.1,Heatwave
39.3,36.3,3.0,59.3,7.3,40.7,Normal
40.7,39.3,1.4,33.9,23.2,40.4,Normal
41.8,35.5,6.2,35.1,15.2,41.1,Heatwave
35.5,35.6,-0.1,48.0,23.2,35.9,Normal
44.5,39.9,4.6,73.9,3.1,43.4,Heatwave
38.4,38.4,-0.0,29.0,9.9,38.2,Normal
41.7,39.2,2.5,69.6,2.5,41.7,Normal
37.2,36.6,0.6,37.5,8.3,37.2,Normal
39.2,38.4,0.8,68.5,21.8,39.3,Normal
37.7,38.0,-0.3,75.2,2.8,36.8,Normal
43.7,38.0,5.7,45.6,12.0,43.0,Heatwave
36.8,38.4,-1.6,41.9,4.7,36.1,Normal
36.3,37.9,-1.6,68.1,11.6,34.7,Normal
45.6,37.1,8.4,51.8,21.3,45.9,Severe Heatwave
40.8,36.4,4.4,61.1,16.3,41.7,Normal
31.5,38.8,-7.3,57.4,18.9,32.3,Normal
35.2,36.1,-1.0,29.2,10.0,34.9,Normal
33.1,38.5,-5.3,70.7,23.7,32.3,Normal
33.8,36.2,-2.3,31.7,18.3,34.6,Normal
28.1,38.1,-10.0,75.9,11.7,28.8,Normal
39.3,38.7,0.5,35.0,11.8,39.5,Normal
33.1,36.1,-3.0,64.0,23.1,34.8,Normal
36.5,35.3,1.2,37.1,15.3,36.5,Normal
31.0,35.7,-4.7,39.1,18.2,30.7,Normal
39.3,38.0,1.3,38.6,11.6,38.9,Normal
38.8,39.2,-0.5,64.9,7.1,37.2,Normal
41.5,35.2,6.3,53.4,18.6,42.1,Heatwave
44.6,38.7,5.9,73.0,16.0,44.5,Heatwave
40.5,36.7,3.7,38.4,13.5,41.0,Normal
37.2,37.4,-0.1,61.5,16.4,39.1,Normal
47.6,39.6,7.9,65.2,6.8,47.2,Severe Heatwave
32.2,36.7,-4.4,29.1,20.3,29.9,Normal
33.4,37.3,-3.9,44.0,23.8,33.9,Normal
35.8,35.1,0.7,49.0,22.5,35.9,Normal
44.3,35.4,8.9,41.3,9.4,43.6,Severe Heatwave
36.6,36.3,0.3,39.3,11.3,37.0,Normal
35.5,35.1,0.4,61.2,20.6,36.3,Normal
34.1,38.2,-4.0,33.0,15.7,33.2,Normal
41.4,37.1,4.3,62.6,14.6,41.1,Normal
42.1,37.7,4.3,76.1,23.3,43.6,Normal
39.6,35.9,3.8,53.9,14.3,38.9,Normal
35.3,36.5,-1.2,56.7,13.8,35.3,Normal
36.8,38.3,-1.5,24.1,3.0,34.2,Normal
36.3,39.8,-3.5,71.9,3.6,34.8,Normal
36.5,35.3,1.3,37.1,2.2,36.7,Normal
36.7,39.5,-2.8,56.9,23.0,37.9,Normal
34.8,37.9,-3.1,78.7,11.4,33.4,Normal
37.3,37.8,-0.5,55.7,12.8,37.4,Normal
36.8,37.5,-0.7,63.5,21.4,36.4,Normal
34.5,35.3,-0.9,46.7,16.0,35.4,Normal
38.1,35.4,2.6,23.6,16.0,36.9,Normal
39.3,38.0,1.3,67.9,8.8,39.7,Normal
36.7,36.7,-0.0,22.1,21.2,36.0,Normal
41.2,39.6,1.6,62.0,5.8,41.4,Normal
34.6,37.0,-2.5,21.4,3.2,34.6,Normal
37.1,35.7,1.4,71.7,6.4,36.8,Normal
40.1,38.6,1.5,29.5,8.2,40.6,Normal
32.2,36.5,-4.3,50.9,8.5,32.2,Normal
42.1,37.6,4.5,55.8,17.4,42.0,Normal
36.4,38.5,-2.1,47.5,7.0,36.0,Normal
40.8,39.5,1.3,40.4,17.6,40.9,Normal
44.0,39.0,5.1,48.1,4.1,44.3,Heatwave
42.6,38.4,4.2,38.7,5.4,41.6,Normal
39.5,38.4,1.1,46.3,13.7,39.2,Normal
39.5,39.7,-0.3,41.5,23.2,38.4,Normal
40.8,36.5,4.3,54.0,21.8,40.8,Normal
38.4,35.0,3.4,34.3,24.3,37.8,Normal
35.2,36.4,-1.2,79.3,17.0,36.0,Normal
34.3,36.1,-1.8,50.1,17.5,35.0,Normal
32.1,38.3,-6.3,31.6,16.4,31.1,Normal
39.7,38.2,1.5,48.6,16.3,39.7,Normal
38.7,38.0,0.7,72.0,5.4,39.3,Normal
40.1,35.1,5.0,21.3,14.5,39.9,Heatwave
40.9,38.6,2.3,60.8,10.9,40.2,Normal
42.3,36.6,5.7,52.9,12.2,41.2,Heatwave
36.9,38.3,-1.4,30.2,14.0,37.7,Normal
42.8,37.8,5.0,69.0,5.0,43.7,Heatwave
35.9,36.7,-0.9,42.1,10.3,35.7,Normal
39.4,35.7,3.7,37.6,3.5,40.2,Normal
31.4,35.5,-4.1,69.7,24.5,28.4,Normal
41.0,39.2,1.8,58.3,4.7,42.3,Normal
33.6,39.6,-5.9,73.9,7.9,33.5,Normal
38.3,38.2,0.1,57.8,22.5,38.5,Normal
38.1,35.5,2.5,64.4,13.1,37.7,Normal
36.2,37.0,-0.8,70.2,5.1,37.6,Normal
36.0,38.6,-2.7,23.3,10.8,34.9,Normal
42.9,38.9,4.0,66.6,4.7,44.3,Normal
36.2,35.6,0.6,56.8,6.6,36.6,Normal
34.3,35.0,-0.7,24.2,3.2,34.9,Normal
39.7,38.6,1.1,50.5,12.1,39.4,Normal
47.0,36.8,10.2,24.9,20.6,45.7,Severe Heatwave
41.3,36.3,5.0,64.2,15.5,42.2,Heatwave
40.1,35.1,5.1,52.8,15.9,40.4,Heatwave
40.2,37.7,2.5,77.2,6.6,41.6,Normal
40.8,39.3,1.6,31.0,9.9,40.6,Normal
32.4,39.8,-7.4,56.4,21.4,32.0,Normal
36.5,37.8,-1.4,32.7,4.0,37.8,Normal
36.9,37.6,-0.7,56.8,21.7,38.8,Normal
29.9,35.4,-5.6,63.4,13.1,29.9,Normal
34.7,37.7,-3.1,63.3,21.3,33.9,Normal
31.0,36.9,-5.9,68.9,9.3,31.8,Normal
38.9,38.0,0.9,71.2,9.8,38.6,Normal
40.8,36.9,3.9,24.6,19.3,41.4,Normal
41.1,36.2,4.9,40.6,20.1,40.8,Heatwave
37.9,35.5,2.5,61.2,7.3,39.5,Normal
34.2,36.6,-2.4,49.9,24.4,33.5,Normal
29.7,35.5,-5.8,31.4,3.9,30.2,Normal
30.7,35.9,-5.1,53.2,3.6,30.2,Normal
36.5,39.9,-3.4,44.4,15.7,36.2,Normal
35.1,37.2,-2.1,43.4,18.6,34.7,Normal
38.1,37.7,0.4,68.6,24.1,38.8,Normal
36.8,39.4,-2.5,44.5,11.3,37.7,Normal
42.2,40.0,2.2,21.6,2.6,42.7,Normal
38.1,37.9,0.2,23.5,15.9,38.0,Normal
40.1,39.1,1.0,71.4,8.7,40.2,Normal
41.6,36.6,5.0,77.6,12.0,42.5,Heatwave
33.4,36.5,-3.1,61.3,13.2,34.3,Normal
39.5,37.0,2.5,41.9,3.5,36.8,Normal
39.3,38.4,1.0,76.3,13.2,39.0,Normal
38.2,38.4,-0.2,59.8,11.8,38.0,Normal
40.7,36.6,4.1,70.7,18.4,41.3,Normal
39.7,35.7,4.1,66.0,16.9,39.7,Normal
35.8,38.2,-2.3,42.7,6.3,36.6,Normal
36.0,35.6,0.4,48.7,6.7,34.9,Normal
39.9,37.9,2.0,31.2,7.8,40.1,Normal
38.5,38.5,0.0,37.5,6.1,39.4,Normal
41.6,38.5,3.0,66.7,17.1,40.1,Normal
40.8,38.8,2.0,73.6,24.9,43.3,Normal
46.8,39.4,7.4,63.5,17.0,48.0,Severe Heatwave
33.1,37.5,-4.4,47.9,16.0,33.1,Normal
39.2,38.7,0.6,25.2,11.4,38.4,Normal
35.9,38.1,-2.2,23.4,9.2,35.7,Normal
39.0,35.9,3.1,42.5,23.0,39.1,Normal
30.5,35.1,-4.7,47.8,24.3,30.9,Normal
38.6,36.4,2.2,56.5,13.4,40.1,Normal
36.0,37.2,-1.2,20.4,8.7,35.5,Normal
36.5,38.1,-1.6,79.4,19.7,37.1,Normal
35.2,39.2,-4.1,41.8,5.0,33.9,Normal
35.4,36.0,-0.6,70.9,19.6,34.9,Normal
40.4,35.6,4.8,52.1,20.8,40.8,Heatwave
40.7,39.8,0.9,27.8,4.9,41.4,Normal
38.7,35.5,3.2,67.9,24.5,38.0,Normal
44.2,37.4,6.8,62.6,24.7,43.8,Severe Heatwave
39.9,37.9,1.9,51.6,23.5,41.3,Normal
36.8,37.7,-1.0,50.9,13.4,37.9,Normal
38.1,35.4,2.6,25.2,7.7,38.3,Normal
34.4,35.3,-0.9,59.4,15.4,32.1,Normal
34.8,35.5,-0.8,74.7,11.7,37.3,Normal
33.6,37.9,-4.3,25.6,6.7,33.6,Normal
42.0,37.7,4.2,35.8,11.7,41.7,Normal
35.8,36.2,-0.4,74.1,17.3,35.3,Normal
39.8,38.2,1.6,37.1,3.6,40.2,Normal
36.5,39.1,-2.6,59.2,9.7,36.9,Normal
37.7,35.2,2.5,52.1,2.4,38.7,Normal
35.8,37.5,-1.7,55.8,19.2,34.9,Normal
39.0,38.4,0.5,44.9,16.7,38.6,Normal
40.3,36.3,4.1,38.0,3.4,42.4,Normal
40.3,36.5,3.8,22.9,24.2,40.5,Normal
39.0,38.1,0.9,64.7,2.5,38.8,Normal
34.3,39.5,-5.2,64.8,15.6,33.4,Normal
50.5,39.0,11.5,60.2,19.9,51.0,Severe Heatwave
45.0,37.9,7.1,58.6,20.1,46.1,Severe Heatwave
42.2,38.7,3.5,34.6,2.8,43.1,Normal
35.2,36.8,-1.6,21.3,22.8,34.9,Normal
